status,updated,from_status,reporter,when,days_in_from_status,who,to_status,assignee,key,description_length,summary_length,days_in_current_status,days_since_open,project,created,transition,resolutiondate,comment_count,priority,vote_count,issue_type,watch_count,resolution
Closed,2017-04-05T20:51:50.491+0000,Patch Available,sacharya,2017-04-05T20:47:21.669+0000,0.063965729,sacharya,Resolved,busbey,AVRO-2017,343,26,385.4302523,0.064336134,AVRO,2017-04-05T19:14:43.027+0000,Patch Available to Resolved,2017-04-05T20:47:21.615+0000,2,Major,0,Task,2,Fixed
Closed,2017-04-05T20:51:50.491+0000,Resolved,sacharya,2017-04-05T20:51:50.497+0000,0.003111435,busbey,Closed,busbey,AVRO-2017,343,26,385.4302523,0.067447569,AVRO,2017-04-05T19:14:43.027+0000,Resolved to Closed,2017-04-05T20:47:21.615+0000,2,Major,0,Task,2,Fixed
Open,2018-02-16T17:27:45.739+0000,NA,sacharya,2017-02-08T02:33:40.213+0000,NA,sacharya,Open,NA,AVRO-1998,474,24,442.1928714,NA,AVRO,2017-02-08T02:33:40.213+0000,Non-existent to Open,NA,7,Major,7,Task,5,NA
Resolved,2017-02-10T04:49:43.346+0000,NA,busbey,2017-01-28T11:24:29.712+0000,NA,busbey,Open,busbey,AVRO-1992,76,19,440.0983907,NA,AVRO,2017-01-28T11:24:29.712+0000,Non-existent to Open,2017-02-10T04:49:43.304+0000,7,Major,0,Task,4,Fixed
Resolved,2017-02-10T04:49:43.346+0000,Open,busbey,2017-01-28T11:26:02.002+0000,0.001068171,busbey,Patch Available,busbey,AVRO-1992,76,19,440.0983907,0.001068171,AVRO,2017-01-28T11:24:29.712+0000,Open to Patch Available,2017-02-10T04:49:43.304+0000,7,Major,0,Task,4,Fixed
Resolved,2017-02-10T04:49:43.346+0000,Patch Available,busbey,2017-02-10T04:49:43.348+0000,12.7247841,busbey,Resolved,busbey,AVRO-1992,76,19,440.0983907,12.72585227,AVRO,2017-01-28T11:24:29.712+0000,Patch Available to Resolved,2017-02-10T04:49:43.304+0000,7,Major,0,Task,4,Fixed
Resolved,2017-01-27T22:41:56.390+0000,NA,zi,2017-01-11T13:09:12.830+0000,NA,zi,Open,zi,AVRO-1982,141,33,453.3537951,NA,AVRO,2017-01-11T13:09:12.830+0000,Non-existent to Open,2017-01-27T22:41:56.346+0000,3,Major,0,Task,4,Fixed
Resolved,2017-01-27T22:41:56.390+0000,Open,zi,2017-01-11T13:22:39.261+0000,0.009333692,zi,In Progress,zi,AVRO-1982,141,33,453.3537951,0.009333692,AVRO,2017-01-11T13:09:12.830+0000,Open to In Progress,2017-01-27T22:41:56.346+0000,3,Major,0,Task,4,Fixed
Resolved,2017-01-27T22:41:56.390+0000,In Progress,zi,2017-01-11T13:23:43.621+0000,0.000744907,zi,Patch Available,zi,AVRO-1982,141,33,453.3537951,0.0100786,AVRO,2017-01-11T13:09:12.830+0000,In Progress to Patch Available,2017-01-27T22:41:56.346+0000,3,Major,0,Task,4,Fixed
Resolved,2017-01-27T22:41:56.390+0000,Patch Available,zi,2017-01-27T22:41:56.407+0000,16.38764799,busbey,Resolved,zi,AVRO-1982,141,33,453.3537951,16.39772659,AVRO,2017-01-11T13:09:12.830+0000,Patch Available to Resolved,2017-01-27T22:41:56.346+0000,3,Major,0,Task,4,Fixed
Resolved,2017-02-09T03:55:11.353+0000,NA,bharatviswa,2017-01-06T18:04:25.424+0000,NA,bharatviswa,Open,bharatviswa,AVRO-1978,107,32,441.136261,NA,AVRO,2017-01-06T18:04:25.424+0000,Non-existent to Open,2017-02-09T03:55:11.323+0000,3,Major,0,Task,2,Duplicate
Resolved,2017-02-09T03:55:11.353+0000,Open,bharatviswa,2017-01-06T18:27:13.284+0000,0.015831713,bharatviswa,Patch Available,bharatviswa,AVRO-1978,107,32,441.136261,0.015831713,AVRO,2017-01-06T18:04:25.424+0000,Open to Patch Available,2017-02-09T03:55:11.323+0000,3,Major,0,Task,2,Duplicate
